directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy,Comment,Review
,,,,id_1234953162173427714,3/3/20 21:25,Vos lo dijiste   Donde no gobernó el peronismo hay obras.,,,None,,,,,
luanavolnovich,D,F,Frente de Todos,id_1213913132441190401,1/5/20 20:00,Lo primero que usted debería hacer es sacar el régimen de médico de cabecera que sólo sirve para dar trabajo a los médicos y dejar a los jubilados que elijan libremente Los profesionales en los que confían,,,None,,,,,
luispetri,D,M,Juntos por el Cambio,id_1235339136317390850,3/4/20 22:59,excelente ....,,,None,,,,,
,,,,id_1216526830888476673,1/13/20 1:06,Qué gente más BELLA!,,,None,,,,,
juancabandie,D,M,Frente de Todos,id_1208829097394286593,12/22/19 19:18,Atención compañero,,,None,,,,,
mirtatundis,D,F,Frente de Todos,id_1207717696860762115,12/19/19 17:41,"Es increíble lo cararrota que sos, como se vende la gente por unos mangos y un cargo lamentable",cararrota,,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1237603941342310400,3/11/20 4:59,Este gente que se cree que los libros se escriben solos... Cómo los de CFK que los dicta de tarde cuando se levanta.,,,None,,,,,
,,,,id_1222934910215827456,1/30/20 17:29,"El gobierno nacional decidió eliminar el requisito del CMO digital para acceder a una pensión no contributiva 👏🏽. Esta medida fue impuesta por el macrismo y logró paralizar más de 100 mil trámites, vulnerando los derechos de las personas con discapacidad.",,,None,,,,,
,,,,id_1206729259550568449,12/17/19 0:14,Todo saldrá bien. Ten fe,,,None,,,,,
Leonardo_Grosso,D,M,Frente de Todos,id_1208086500577026048,12/20/19 18:07,"Me alegra mucho, especialmente por los delincuente que chorearon a los jubilados. Linda gente",,Other plural,Hostility,No,No,No,,
,,,,id_1210878475680276480,12/28/19 11:01,A que gobierno anterior te referis......a los 40 años de Ustedes o a los 4 de Mauri.....siempre igual son de 10 en bla...bla...bla ... pero con el bolsillo del otro,,,None,,,,,
,,,,id_1228360216233816064,2/14/20 16:47,... o rentable,,,None,,,,,
wadodecorrido,D,M,Frente de Todos,id_1213271177713651713,1/4/20 1:29,Ya salimos con el discurso nacionalista a distraer a la gilada...,,,Hostility,No,No,No,,
mirtatundis,D,F,Frente de Todos,id_1207438953755873281,12/18/19 23:14,"Que pena me das yo creía en vos en tu integridad ,te convertiste en lo que combatias 😢",,,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1217906595637743618,1/16/20 20:28,Los terrenos del aeroparque son de La Nacion o de CABA?,,,None,,,,,
,,,,id_1230119203090370562,2/19/20 13:17,Feliz cumple Ema!,,,None,,,,,
M_Campagnoli,D,F,Juntos por el Cambio,id_1220709138034044928,1/24/20 14:05,"🤔 cómo ? katopodis piensa que es ""magia"" de ellos ? pueden ser tan básicos que suponen que la gente les cree un segundo ? cuando durante 12 largos años se robaron millones con la obra pública y NO construyeron rutas !",,plural,Hostility,No,No,No,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233078981462831105,2/27/20 17:18,Tanta ignorancia junta en el Congreso de la mano de este impresentable?,,,Hostility,No,No,No,,
,,,,id_1209154500348518400,12/23/19 16:51,El #mendozaso ?,,,None,,,,,
,,,,id_1219454418971766790,1/21/20 2:59,Cómo se hace para conseguir la tarjeta?,,,None,,,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1227033739265552385,2/11/20 0:56,Muestras suficientes de que fue impulsado por el Estado como una política pública de vivienda. Por lo q el Estado también es responsable de este fracaso.,,,None,,,,,
,,,,id_1234910599882121216,3/3/20 18:36,¿Quien... quien?,,,None,,,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1221427853998395392,1/26/20 13:41,para que este ella que este la Michetti...es lo mismo..,,Other individual,Hostility,No,No,No,,
,,,,id_1230177318351638529,2/19/20 17:08,Feliz cumple hermosa gracias por volver a darnos la felicidad que mereciamos y terminar con los peores 4 años de la historia que la pases hermoso te amamos✌,,,None,,,,,
ClauNaj,D,F,Juntos por el Cambio,id_1217181285648666625,1/14/20 20:26,Dista? Nunca la tuvo. No hay que pecar de ingenuos cuando se tienen psicópatas gobernando.,psicopatas,Other plural,Hostility,No,No,No,,
SergioMassa,D,M,Frente de Todos,id_1220911299409870854,1/25/20 3:28,Importantísimo Massa. Esto nos pone a la vanguardia del desarrollo e insertados en el mundo.,,,None,,,,,
,,,,id_1228631924564004865,2/15/20 10:47,"Inservible, cagan a los  jubilados y le regalan a los vagos?. Lógico, en esos ignorantes están los votos.",ignorantes,Other plural,Hostility,No,No,No,,
,,,,id_1216745155216191489,1/13/20 15:33,esperen carajooo..   estuvieron en túnel  y nadaaaa.. con el paraguas esperando la lluvia de inversiones y nadaaaa..  los brotes verdes y nadaaaa   y nunca nadaaaa.. y así 4 años sin chistar.. ahora resien van 20 días.. así que esperen carajo,,plural,Criticism,,,,,
,,,,id_1212098228998553602,12/31/19 19:48,De lo mejor del año!!!,,,None,,,,,
CarlosMenem_LR,S,M,Frente de Todos,id_1208885011526692865,12/22/19 23:00,Ni ver,,,None,,,,,
LicDanielArroyo,D,M,Frente de Todos,id_1222554323785330689,1/29/20 16:17,El Intendente Municipal  estuvo con  en el marco de la entrega de la tarjeta Alimentar en San Miguel. La  participo activamente con sus equipos.,,,None,,,,,
wadodecorrido,D,M,Frente de Todos,id_1228118525916651522,2/14/20 0:47,No estaba Mary Poppins ?,,,None,,,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1224746074855890947,2/4/20 17:26,Cállese!!! mujer horrible!,"callese, mujer horrible",,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1215375453202124809,1/9/20 20:51,Asesino,asesino,,Hostility,No,No,No,,
LicDanielArroyo,D,M,Frente de Todos,id_1213222552211984385,1/3/20 22:16,Esta tarde el ministro  se reunió con los intendentes  y  para avanzar en la agenda de políticas sociales de Quilmes y Luján #AlbertoConElPueblo #ArgentinaDePie,,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1211821094073765888,12/31/19 1:27,"De rebajarlos, pagar todos sus gastos y jubilarse sin privilegios ni hablar  no?",,,Criticism,No,No,No,,
marioraulnegri,D,M,Juntos por el Cambio,id_1224860408584032256,2/5/20 1:00,"Vos no estás de acuerdo .miles si , ni ratas ni traidores","ratas, traidores",,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1227201592946036736,2/11/20 12:03,"No tienen idea del daño que están causando con el comunicado de ayer. Pararon el país, complicaron la renegociación de deuda externa y destruyeron el capital de trabajo de las empresas. Si Lacunza la pifió con el reperfilamiento, Kiciloff se hizo el patotero, esto es peor.",,Other plural,Criticism,No,No,No,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1207376047618043918,12/18/19 19:04,"Que la izquierda de  y   no van a dar quorum y dado el caso, van a votar en contra, lo creeré cuando lo vea. Esperen a q empiecen a circular los sobres. Sería un acto de coherencia sin precedentes #18DPorLosJubilados #NoALosSuperPoderes #18DTodosAlCongreso",,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1209232818276118529,12/23/19 22:02,Vos tendrías que ir preso por manipular la opinión pública con datos descontextualizados.,,,Hostility,Yes,No,No,,
,,,,id_1233810568986988544,2/29/20 17:45,"Se pone ""cabrero"", como la ""catrera"" en el tango",,,None,,,,,
TotyFlores,D,M,Juntos por el Cambio,id_1222606820843368450,1/29/20 19:45,#SeVieneElEstallido,,,None,,,,,
ItaiHagman,D,M,Frente de Todos,id_1223642989282635776,2/1/20 16:23,"Vidal te mando los informes, vos no sabes leer",,,Hostility,No,No,No,,
,,,,id_1204164296357433345,12/9/19 22:21,"CHAU...                Y los q faltan como Aranguren etc HASTA LA CARCEL,DIGO,VISTA",,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1204965578613690368,12/12/19 3:25,Bravo  Qué empiecen por bajar las dietas de los legisladores. Qué el poder judicial pague ganancias. Qué no quede ninguna jubilación de privilegio como la de Rodríguez Saa por una semana en el cargo. Y después hablamos de solidaridad  #NoALaEmergenciaEconomica,,,Criticism,No,No,No,,
LicDanielArroyo,D,M,Frente de Todos,id_1205691532185161728,12/14/19 3:30,Sr: 1998 tweet de respuesta al suyo y todos lo putean. Trabaje y deje de tuitear para la gilada. Suficiente es ver ese antro de delincuentes en que se convirtió este gobierno con los personajes que nombraron en los diferentes cargos y no tienen experiencia en nada.,delincuentes,plural,Hostility,No,No,No,,
SergioMassa,D,M,Frente de Todos,id_1206885813306437632,12/17/19 10:36,"El es una caricatura...es de no creer. Todo en su vida es al reves. Lo que me sorprende es la mujer, le tiene respeto? Claramente admiración no puede. Es un boludo sin retorno, debe tener alguna minusvalia mental, no se entiende 😂😂😂😂😂",boludo,,Hostility,No,No,No,,
,,,,id_1209167735344836608,12/23/19 17:43,Miren atorrantitos,atorrantitos,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1222014896243650561,1/28/20 4:33,"Qué te dice la embajada? Ser inmundo y dañino, cipaya repugnante, cerrá el orto, no te ibas?","ser inmundo, da�ino, cipaya, repugnante, cerra el orto",,Hostility,No,No,No,,
,,,,id_1214620793474338817,1/7/20 18:52,ALBERTO FERNANDEZ  ES ALIADO DE MADURO  ALBERTO FERNANDEZ IS AN ALLY OF MADURO  ALBERTO FERNANDEZ é aliado de MADURO,,,None,,,,,
,,,,id_1216220654556545024,1/12/20 4:49,"¡Muchas gracias,  Mañana seguimos. Estoy muy agradecido porque son muchísimos los que forman este gran EQUIPO CIUDADANO. Y rescato es que siempre ESTÁN. Ojalá los políticos nos acompañaran de forma constante. Pero bueno, tendrán sus razones para no hacerlo.",,,None,,,,,
,,,,id_1220013320553598976,1/22/20 16:00,Éxitos!!!!,,,None,,,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1208465919976062983,12/21/19 19:15,"Que casualidad que los que manejan las prostitución, red de tratas, son árabes muchos de ellos, es más tuve un caso y te afirmo que eran originarios del Líbano, de Turquía  ( los turcos no son árabes) pero eran socios de una red en Rosario, querés saber más?, ignorante&gt;",,Other plural,Hostility,No,No,No,,
SergioMassa,D,M,Frente de Todos,id_1217812315292274699,1/16/20 14:14,"""cómplices del fracaso de Macri"" ... les pedis renunciar ¿? aha que le pediríamos al chorrokirchnerismo??? sos un veleta y  CARARROTA!","chorro, veleta, cararrota",,Hostility,No,No,No,,
BuryaileRicardo,D,M,Juntos por el Cambio,id_1205608853523640324,12/13/19 22:02,"Juicio politico a esto miserables llamados ""jueces"", que se ponen a la sombra de la politiquería,NO CUMPLEN CON SU TRABAJO,CAJONEAN ""CAUSAS"" PARA DACAR ALGUN REDITO???ALGUN FAVOR???, RENUNCIEN TODOS LOS ""jueces"" QUEREMOS OTROS HOMBRE PROBOS PARA ESTOS PUESTOS,RENUNCIEN....",,plural,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1217391266696134656,1/15/20 10:21,Y vos hablás de dignidad ??????🙄,,,Hostility,No,No,No,,
vikidonda,D,F,Frente de Todos,id_1209605713447784448,12/24/19 22:44,Con uds. en el gobierno será una pésima navidad,,plural,Hostility,No,No,No,,
,,,,id_1231079098342105088,2/22/20 4:51,En los años 70 los montoneros ponían bombas. Hoy en pleno 2020 las Feministas tiran bombas molotov contra las iglesias. Son las nuevas montoneras subversivas en version 2020. Que vuelvan los militares así limpian el país de estas delincuentes.,,Other plural,Hostility,No,No,Yes,,
SergioMassa,D,M,Frente de Todos,id_1211647798975840256,12/30/19 13:58,"Si, después de aumentarlos un 30%. No seas trucho Massa",trucho,,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1233399966103674883,2/28/20 14:34,"Maria O'Donnell, sigue jugando con la camiseta de Cambiemos, se hace la neutral y la periodista incisiva,. Sería bueno que iberá la verdad, es PERIODISTA MILITANTE o bien remunerada tal ves",,Other individual,Hostility,No,No,No,,
gmontenegro_ok,D,M,Juntos por el Cambio,id_1230848185716953089,2/21/20 13:34,Te importa a vos,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1220063965386027008,1/22/20 19:21,Y no olvidemos que su mujer  esta al frente de AySA😂,,,None,,,,,
MariaLujan_Rey,D,F,Juntos por el Cambio,id_1225032977870139392,2/5/20 12:26,Gracias por recordarlo ¡¡ QEPD...,,,None,,,,,
,,,,id_1230333025482924034,2/20/20 3:27,"Q Odio q tenes para hablar asi,de la hija de la gran Vicepresidenta !!",,,Criticism,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1217919092423831568,1/16/20 21:18,Macri lo hizo,,,None,,,,,
MoniMacha,D,F,Frente de Todos,id_1228713110917218304,2/15/20 16:10,Todxs jajajajajaja estupidxs jajajajajaja,estupidxs,plural,Hostility,No,No,No,,
pau_oliveto,D,F,Juntos por el Cambio,id_1225497751569477633,2/6/20 19:13,Qué se jodan. La pasaron muy bien no dando clases. LA educ. y Los pibes le importan un rábano y encima los volvieron a votar (Baradel y Cía.),,Other plural,Hostility,,,,,
,,,,id_1235299486735441921,3/4/20 20:22,Hagamos una denuncia y pidamos q se suspenda eso!!!!  Por favor!!!,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1218692304514486277,1/19/20 0:31,Hacete culear,hacete culear,,Hostility,No,No,No,,
,,,,id_1229052654908854285,2/16/20 14:39,"Los argumentos ""se llevan las puertas"" jajaja cualquiera, un nene de tercer grado te hace un análisis político más serio",,,None,,,,,
FilmusDaniel,D,M,Frente de Todos,id_1223629729066078214,2/1/20 15:30,Gracias!!!! Hermoso. 💗,,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1226571572527476736,2/9/20 18:20,"es la edad,esta viejo el gnomo",,,None,,,,,
fvallejoss,D,F,Frente de Todos,id_1214224783182848001,1/6/20 16:38,Los capitales van donde mejor los tratan!,,,None,,,,,
,,,,id_1227956081772703749,2/13/20 14:01,Busca la nota que le hacen a Dujovne,,,None,,,,,
,,,,id_1233077791807152128,2/27/20 17:13,A llorar a la iglesia! Hacen lo que se les cantan las pelotas! Y no me digas que es la democracia porque la han torcido siempre a su gusto y con nosotros como espectadores azorados (por no decir pelotudos),,Other plural,Hostility,No,No,No,,
TotyFlores,D,M,Juntos por el Cambio,id_1216288794950893568,1/12/20 9:20,Donde compraste un encendedor de los chinos a 10 mangos? Compre uno en el chino de mi barrio y lo pague 40 anoche.,,,None,,,,,
LicDanielArroyo,D,M,Frente de Todos,id_1206921040145846273,12/17/19 12:56,📞 TELEFÓNICA. El ministro de Desarrollo Social de la Nación  se reunió con su par de Cba  y  ministra de Promoción del Empleo y la Economía Familiar. Dialogamos con la funcionaria sobre el encuentro para coordinar acciones prioritarias.,,,None,,,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1220745117008629761,1/24/20 16:28,Genio !!!,,,None,,,,,
,,,,id_1237850239916097543,3/11/20 21:17,Acompañamos a la gestión de  junto  y  para que nuestro país recupere el rumbo al éxito. ✌,,,None,,,,,
,,,,id_1206550152795869184,12/16/19 12:22,"Siempre suena el campo, bueno eso les pasa por no apoyar a MM y creerle a estos ladrones",ladrones,Other plural,Hostility,No,No,No,,
,,,,id_1223783122036305922,2/2/20 1:40,Este mismo ministro es el que mando a adulterar las drogas de las quimios. Es un impresentable. De pelotudo no tiene un pelo es viejo hdp y garca. La ya se debe haber llenado nuevamente los bolsillos con los laboratorios amigos.,"impresentable, pelotudo, hdp, garca",Other individual,Hostility,No,No,No,,
,,,,id_1207351610466324481,12/18/19 17:27,Con el Ministro  y el Secretario de Ciencia y Tecnología  del  dialogamos con el Ministro de Ciencia y Tecnología e Innovación de la Nación Roberto Salvarezza.,,,None,,,,,
,,,,id_1222917626399162373,1/30/20 16:20,Exactas palabras!,,,None,,,,,
LaspinaL,D,M,Juntos por el Cambio,id_1207796194581327873,12/19/19 22:53,GENIO TOTAL!!!!,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1230163742945619970,2/19/20 16:14,"Rezar no nos va a salvar de nada, hay que votar mejor la próxima o salir en una marcha masiva pidiendo que se vayan",,,None,,,,,
,,,,id_1204414478546157574,12/10/19 14:56,"Por una Argentina mejor para todos, gran felicidad por este nuevo gobierno. Excelente trabajo, hoy la unidad se hace realidad. Por inclusión, igualdad y equidad.      #MorónSiemprePresente",,,None,,,,,
fsuarezlastra,D,M,Juntos por el Cambio,id_1206645941899542535,12/16/19 18:43,Olímpico. Baja la ovación de las gradas,,,None,,,,,
CFKArgentina,O,F,,id_1228038235282190336,2/13/20 19:28,🤓,,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1206921852855209984,12/17/19 12:59,"este mas que troll es un gorila fascista,de tantos odiadores que tiene nuestra patria","troll, gorila, fascista",Other individual,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1206705349656502272,12/16/19 22:39,Aunque por la distancia no pueda colaborar banco lo que estan haciendo. Esa gente no es la culpable.,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1234218880937209857,3/1/20 20:48,Se dan cuenta dónde estamos metidos?  Es una locura que gobiernen estos nefastos votados por ignorantes a cambio de una limosna,"nefastos, ignorantes",Other plural,Hostility,No,No,No,,
mirtatundis,D,F,Frente de Todos,id_1229205609993646080,2/17/20 0:47,Hdp ahora no lloras caradura,"hdp, caradura",,Hostility,No,No,No,,
,,,,id_1220452614447554566,1/23/20 21:05,Y nos dejó muchos memes también,,,None,,,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1205590320366395393,12/13/19 20:48,Aprende a respetar a la justicia y la constitucion. Y la jefa no esta condenada ni en primera instancia.,,,None,,,,,
felipe_sola,D,M,Frente de Todos,id_1212015478388002827,12/31/19 14:19,El canciller  participa en la cumbre de la CELAC en México,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1208712038777798656,12/22/19 11:33,"Fantástico Lilita, ahora explica como pagamos los vencimientos de deuda que contrajo tu presidente. Genia.",,,Criticism,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1227761104090259456,2/13/20 1:07,"Creí que eras pobre de ideas, pero la verdad es que te felicito con el alma por superarte día a dia",,,None,,,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1207468854873665536,12/19/19 1:13,"El pueblo los rajó del gobierno con el voto porque tu gobierno lo perjudicó enormemente. Eso es una parte muy minoritaria del pueblo, los que tienen odio, ni siquiera representa a los que no votaron al Frente de Todos",,,None,,,,,
LicDanielArroyo,D,M,Frente de Todos,id_1223565386244919296,2/1/20 11:14,Hola también tiene darle tarjeta alimentaria para salario familiar también tenemos hijos menores,,,None,,,,,
,,,,id_1234212204913790978,3/1/20 20:21,"1 de marzo | Día del #Ferroviario #Argentina  ¡Muy feliz día para todos los empleados ferroviarios !  En este día también se recuerda el traspaso de los ferrocarriles ingleses al Estado Argentino, que ocurrió el 1 de marzo de 1948, a partir de una decisión histórica de #Perón. pic.twitter.com/A3ZX0x4svd",,,None,,,,,
,,,,id_1225262685564043264,2/6/20 3:39,Entonces a qué tipo de disforia te referís?,,,None,,,,,
fangelini,D,M,Juntos por el Cambio,id_1233104006848876545,2/27/20 18:57,"Hola Fede, los pliegos son vigentes recién a partir del 3 de marzo",,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1214680892247040000,1/7/20 22:51,"No en dos,si en tres: mediocridad politica argentina...",,,None,,,,,
,,,,id_1208056491514703872,12/20/19 16:08,"verguenza!! Los jueces no pagan ganancias no le tocan la movilidad previsional asco! Tienen q bajarle los sueldos a poder ejecutivo, empleados estatales, diputados, senadores   basta de sacarle plata a jubilados cada gobierno hace lo mismo, asco y bronca",,,Hostility,No,No,No,,
felipe_sola,D,M,Frente de Todos,id_1217867927103340550,1/16/20 17:55,Ambas,,,None,,,,,
,,,,id_1204532430796922880,12/10/19 22:44,"Déjeme contestarle humildemente y desde mi posición de ciudadano chubutense, fue honorable su gestión al frente de la cartera de pesca y seguramente volverá a ser exitosa la defensa del recurso chubutense ante el CFP. Abrazo querido chuchi!",,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1221208246020714497,1/25/20 23:08,"No , yo me lo fume en pipa , mi vieja andaba re enamorada de Facundo Arana que hacía una novela de un cura y trabajaba Rizzo , era el villano , jajjjjjj😂😂😂 Le salía perfecto, yo tenía 14 años y el único televisor pantalla plana de 29 en la casa , lo tenía mi vieja.🤦‍♂️",,,None,,,,,
,,,,id_1210298772808491011,12/26/19 20:38,Grande el Diego!,,,None,,,,,
FerEspinozaOK,D,M,Frente de Todos,id_1225995578942906368,2/8/20 4:11,"En ""Matanza Avanza el agua"" 🌊🌊🌊🚣, los que nos avanzamos somos los Matanceros y (pa' sonar como ellos) matanceras ( ni el corrector automático quiere escribir matanceras 🤣)",,,None,,,,,
,,,,id_1228110328162066432,2/14/20 0:14,"Todo está bien, pero en estos momentos está UD ausente en una situación que compete a la totalidad de los argentinos",,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1219271705409003520,1/20/20 14:53,Apoyo totalmente! Es grave ésta mujer! Deberían realizarse a todos los puestos políticos exámenes psiquiátricos y hasta rinoscopia.,,,Hostility,No,No,No,,
jmrionegro,D,M,Juntos por el Cambio,id_1204920843794558978,12/12/19 0:28,Muchos éxitos Fla! 👏👏👏,,,None,,,,,
,,,,id_1210745530021601280,12/28/19 2:13,Se deben bajar los salarios y sacar asesores de asesores. Sé q no va a tener viabilidad pero vale el intento. Defiendan al votante que los apoyó porque será un día y vuelta. No están solos.,,,None,,,,,
Facundo_Moyano,D,M,Frente de Todos,id_1235598027970228225,3/5/20 16:08,Q modesto. Tenemos un futuro negro.,,,None,,,,,
gracielaocana,D,F,Juntos por el Cambio,id_1215781470549291011,1/10/20 23:44,Sería genial que los que cobraron buenos sueldos estos años trabajen como Graciela Ocaña !!! Imiten !!!,,,None,,,,,
omarperotti,S,M,Frente de Todos,id_1224864267133952000,2/5/20 1:16,Señor gobernador  tengo problema de tensión eléctrica en mí domicilio presente una nota el 17/01/20. Secretario Mauricio Caussi exponiendo los inconvenientes en el servicio la nota N.2.2020 839 además # reclamos #8885 / 10477 desde diciembre y el último 3085,,,None,,,,,
,,,,id_1211111349838864385,12/29/19 2:27,apoya la #COCAÍNA??? pq mando españoles armados en La Paz #BOLIVIA a la embajada d #Mexico ??     ???,,,None,,,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1225763932712861697,2/7/20 12:51,Igual sueldo sin clausula gatillo = CONGELAR.,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1209831430773264384,12/25/19 13:41,MASSA SOS DE LO PEOR,,,Hostility,No,No,No,,
vikidonda,D,F,Frente de Todos,id_1224388833954947077,2/3/20 17:47,te llaman!!,,,None,,,,,
vikidonda,D,F,Frente de Todos,id_1230302392673017858,2/20/20 1:25,Deja de mentir hija de asesinos,hija de asesinos,,Hostility,No,No,No,,
,,,,id_1234963834806427648,3/3/20 22:08,En lo práctico coincido con usted. Nadie lo tendrá en cuenta. Con lo cual hace un poco más de sentido lo que apunta Carrió. Dado que mucha gente puede sentirse afectada podría dejarse para más adelante.,,,None,,,,,
,,,,id_1224738955872100354,2/4/20 16:58,Aclaren quien son y quiénes están detrás de #Fidelty el fondo buitre  q no quiere acordar con,,,None,,,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1228540285786951680,2/15/20 4:43,"q queres q niegue q existen las villas? no niego la realidad, no soy macrista",,,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1221585649742110721,1/27/20 0:08,"Ah sí sí, Magneto Ya se sabe que Magneto es Hitler cirujeado y maneja los sindicatos peronistas que le metieron 14 paros generales  Sabés qué? No importa Ponele que fue Magneto. Aún así, hubiese sido un golpe. De eso hablábamos.  ¿Vos tenés memoria de esa época? 🤣 Yo tenía 30",,Other individual,Hostility,No,No,No,,
,,,,id_1228325909188485125,2/14/20 14:31,ni en pedo voy,,,None,,,,,
,,,,id_1213259176283164676,1/4/20 0:41,¿No hay alguien que separe prolijamente la mentira de la verdad? 😒             #ViernesIntratable #4dias #bastababy,,,None,,,,,
alfredodeangeli,S,M,Juntos por el Cambio,id_1229203182607269888,2/17/20 0:37,Feliz cumple Alfredito querido!! 🥂🥂🥂,,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1234496657712132096,3/2/20 15:11,"Habla con Angelicci, la tiene aceitada. O ya no te acuerdas a travez de quien manejaban la justicia ustedes?",,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1221561450361126915,1/26/20 22:31,"Fernando, es verdad que estabas colgado de la luz?",,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1209248126936203272,12/23/19 23:03,Y que mucha evasión venga de chiquitaje (cierto) no la hace menos gravosa.,,,None,,,,,
FerEspinozaOK,D,M,Frente de Todos,id_1237048205034094603,3/9/20 16:10,"Donde vivis...?? en un barrio privado y con custodia paga, la matanza es tierra de nadie",,,Criticism,No,No,No,,
gladys_gonzalez,S,F,Juntos por el Cambio,id_1214674166525366274,1/7/20 22:24,"Bien ahi, Maxi!!! Y aca estamos, para lo que necesiten nuestros representantes de JxC!!!",,,None,,,,,
RCSalvarezza,D,M,Frente de Todos,id_1227229050101522434,2/11/20 13:53,"Después de 4 años de arrasar con el CONICET, vuelven las espectativas y la esperanza de la ciencia Argentina  Felicitaciones Ministro",,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1207940134089428992,12/20/19 8:25,Y ustedes,,,None,,,,,
gracielaocana,D,F,Juntos por el Cambio,id_1233220952525242368,2/28/20 2:42,"Todavía, después de tu gestión tenes ganas de opinar hormiga ?",hormiga,,Hostility,No,No,No,,
MariaLujan_Rey,D,F,Juntos por el Cambio,id_1235331946559008769,3/4/20 22:31,murieron por administración fraudulenta o porque el motorman no hizo correctamente su trabajo??,,,None,,,,,
omarperotti,S,M,Frente de Todos,id_1222207137142714369,1/28/20 17:17,Que terrible!! Alguien q le dé una respuesta a esta familia x favor!!!,,,None,,,,,
,,,,id_1215354693624483846,1/9/20 19:28,Cuándo  SaludBAP se hará cargo de la SALUD PÚBLICA en el municipuo de San vicente??  ?  ?   ?,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1229745822922924034,2/18/20 12:33,Esa se hacia dar porque queria. Semejante...,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1233114349134340098,2/27/20 19:39,Scioli #Diputrucho y  Mentiroso  pic.twitter.com/Nvsy2X81UO,"diputrucho, mentiroso",,Hostility,No,No,No,,
luispetri,D,M,Juntos por el Cambio,id_1235165604656689153,3/4/20 11:30,"Bien  ahí maestro, seguro que también va pedir explicaciones por las millones de vacunas retenidas en aduanas o los medicamentos vencidos sin entregar encontrados en un galpón en Barracas junto a 30 camiones sanitarios....",,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1226676979451256832,2/10/20 1:19,¿Y alguien dijo que no pueden hacer lo que quieran con su cuerpo?,,,None,,,,,
LicDanielArroyo,D,M,Frente de Todos,id_1213489832674177024,1/4/20 15:58,Me dice todo.,,,None,,,,,
Leonardo_Grosso,D,M,Frente de Todos,id_1234273548274950146,3/2/20 0:25,"Los chorros mas grande del pais, se ponen foto de perfil con cara de chorros!! Increíble!",chorros,,Hostility,No,No,No,,
,,,,id_1230697368716107777,2/21/20 3:34,Está haciendo sombras chinescas.,,,None,,,,,
,,,,id_1205076168967413760,12/12/19 10:45,Ídolos,,,None,,,,,
luanavolnovich,D,F,Frente de Todos,id_1214180180207513600,1/6/20 13:41,Porque no me llegan las recetas digitales de mi sra. Zulma Torres? Ahora se fue el médico de vacaciones y la que dejó de reemplazo no le hace las recetas. Que hago?,,,None,,,,,
