directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy
larroqueandres,D,M,Frente de Todos,id_1206963136152186880,12/17/19 15:43,Eso me parece muy bien ! Excelente,,,None,,,
,,,,id_1223033781436764160,1/31/20 0:02,"El INDEC recuperado registra una baja cercana al 3% entre 2015 y 2019. Un mal resultado, pero lejano al -29% que inventa Máximo, que daría un saldo negativo de 6.57% anual #MaximoMentiroso #DatoMataRelato",metiroso,other individual,Hostility,No,No,No
felipe_sola,D,M,Frente de Todos,id_1205569503922446337,12/13/19 19:25,Señor   tenga conocimiento de que su asilado político esta incumpliendo las condiciones de su permanencia en su país. Agradeceré se tomen las medidas correspondientes a Morales. Gracias de antemano. Saludos cordiales #PititaTwitteraBolivia  #pititas  #EvoEresAsilado,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1227265038412648453,2/11/20 16:16,"CFK está  poniendo trabas al acuerdo con el FMI,siguen emitiendo dinero,ahora Ánses no pedirá  certificado al alumno que recibe la ayuda escolar,para ellos es lo mismo si va o no a estudiar,total  siempre  los mismos los que ponen el hombro,y después  más pensiones por invalidez",,,Criticism,No,No,No
pietragallahora,D,M,Frente de Todos,id_1221910860899213314,1/27/20 21:40,La hija de esta señora desapareció en la década ganada.  Mantiene la línea de Taty Almeida,,,None,,,
,,,,id_1234431725033443328,3/2/20 10:53,"Y vos pelotudo ñoquis apareces ahora,donde estabas con un freno puesto? Inútil ahora salís a hablar como si hicieras algo😡","pelotudo, �oquis, inutil",,Hostility,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1204477485414531072,12/10/19 19:06,No tenes idea con quién estás hablando...??? 😂😂😂😂😂😂 Plan social..???? 😂😂😂😂😂😂😂😂😂😂😂😂😂 SOS una linyera al lado de,,,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1219592916848586752,1/21/20 12:09,"Después del ""intercambio"" con  que terminó en ella llamándome de ""machirulo"" por estar en desacuerdo, me entró la duda de porque sus tuits tenían tan poco engagement siendo que ella tiene +244.000 seguidores. Ahora entiendo, casi 40% de sus seguidores son truchos.",machirulo,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1228423650384191491,2/14/20 20:59,Esa es la verdad...hay q acordarse que volvieron al indec,,,None,,,
,,,,id_1216786515478614016,1/13/20 18:18,Pero lo tienen a  !!!,,,None,,,
gabicerru,D,F,Frente de Todos,id_1228699925627777032,2/15/20 15:17,La Delincuente 🤦‍♀️,,other individual,Hostility,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1233433658469560321,2/28/20 16:47,"Qué lindo que lo tengas claro. No sé de qué nos sirve, pero qué lindo.",,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1227601443022155777,2/12/20 14:32,"En lugar de entregar tarjetas , vayan a darles  techo, vacunas, cloacas, agua potable, higiene, DIGNIDAD",,,Criticism,No,No,No
CarlosMenem_LR,S,M,Frente de Todos,id_1224026790898868225,2/2/20 17:48,"Agustin es la persona más menemista que conozco, hay que organizar un asado con Carlos así conoce a los jovenes que lo admiramos virtualmente",,,None,,,
,,,,id_1205642521063374849,12/14/19 0:15,"Está perfecto, ustedes querían hacerlas desaparecer.",,,None,,,
gracielaocana,D,F,Juntos por el Cambio,id_1213844369192738816,1/5/20 15:27,"Si se juega, con los politicuchos de m... Que tenemos todo se puede!!!",politicuchos,Other plural,Hostility,No,No,No
,,,,id_1234633546708508673,3/3/20 0:15,Es claro empate!!!,,,None,,,
CrisAlvarezRod,D,F,Frente de Todos,id_1214595078532014080,1/7/20 17:10,Arte y asco!!!,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1208106895552208896,12/20/19 19:28,Que tipo PELOT__O que sos,PELOT__O,,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1211976239734546439,12/31/19 11:43,que gobierno de gente destructiva.,,Other plural,Hostility,No,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1205805322771795968,12/14/19 11:02,"No son los dueños del país,esta vez estamos los argentinos honestos bn plantados",,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1211646846617161728,12/30/19 13:54,"Jajaja, viniendo de la UCA, todo es mentira.",,,Hostility,No,No,No
,,,,id_1210366502635003905,12/27/19 1:07,POR FAVOR DEJEN DE SER TIBIOS.,,,Criticism,No,No,No
gabicerru,D,F,Frente de Todos,id_1215597206255874048,1/10/20 11:32,Falta mucho para que los echen de la plaza?,,,None,,,
,,,,id_1228559993009528832,2/15/20 6:01,Cagadores!!!,cagadores,Plural,Hostility,No,No,No
RossiAgustinOk,D,M,Frente de Todos,id_1225222111230337029,2/6/20 0:58,"Un poco de razon tiene, pero debe crear unidades especiales dedicadas a eso, en la Federal, y Gendarmeria, por lo menos.",,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1218506957088313345,1/18/20 12:14,Ahora te acordás de los problemas sanguijuela. El dólar no va a estar más de 23. andate a vivir a otro país.,sanguijuela,,Hostility,No,No,No
RominaDelPla,D,F,Frente de Izquierda y de los Trabajadores,id_1233079272379736065,2/27/20 17:19,"Realmente tengo que pensar que sos una tarada mental, no viste lo que hicieron?? 🤔",tarada mental,,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1212096702670417920,12/31/19 19:42,"te felicito, Fernando, por tu participación en ""Desde el llano"".",,,None,,,
camicrescimbeni,D,F,Juntos por el Cambio,id_1231029094873280512,2/22/20 1:33,"Troll de cambiemos anonimo, defiende a sus jefes, logico.",troll,,Hostility,No,No,No
MartinGrandeok,D,M,Juntos por el Cambio,id_1207746699806019585,12/19/19 19:37,Panqueque. Políticamente acabado..,panqueque,,Hostility,No,No,No
mirtatundis,D,F,Frente de Todos,id_1234559104972140544,3/2/20 19:20,"Te agradezco, lo mejor que podés hacer olvidarte de los jubilados cómo hiciste siempre. No entiendo cómo podés ser tan hipócrita!!!",hipocrita,,Hostility,No,No,No
,,,,id_1217460086714568707,1/15/20 14:54,Personaje desdebujado de Ciudad Gotica. Es uno de los enfermo mentales q la teansita.,,other individual,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1218313280009244673,1/17/20 23:24,"Esto tendrá los mismos visos de seriedad que: ""De Olivos nos sacaran muertos !!!!""",,,None,,,
gabicerru,D,F,Frente de Todos,id_1232748287356284929,2/26/20 19:24,Nos duele su sueldo y el de sus ASESORXS,,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1208399000820432900,12/21/19 14:49,"siempre la misma prepotente y maleducada, das vergüenza","prepotente, maleducada, das verguenza",,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1218170620065853440,1/17/20 13:58,"Hay rebañeros, zombies y manejables , por acá, un favor si no contamos con ustedes!!! Fuuuiiira bichos!!!",bichos,Plural,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1233166046800097280,2/27/20 23:04,Y de la decencia e integridad de ustedes. Ladrones corruptos. Vende patria!!!,"ladrones, corruptos, vende patria",Plural,Hostility,No,No,No
ItaiHagman,D,M,Frente de Todos,id_1206642773455261707,12/16/19 18:30,No viste bien evidentemente.,,,None,,,
rodotailhade,D,M,Frente de Todos,id_1220786435592245248,1/24/20 19:12,"leí que harías u denuncia c el ""mendaz"" de la UFI. Quedé pensando, ¿qué fue de las ONCE Tn de ORO, que enviaron a Inglaterra? ¡No se ha pronunciado nadie al respeto!",,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1232095367023472641,2/25/20 0:10,Aclaremos q ESO tb es afanarnos !,,,None,,,
gabicerru,D,F,Frente de Todos,id_1232149421023989760,2/25/20 3:44,Por lo pronto la primera medida en el cargo fue irse de vacaciones a Europa. Es verdad que es más que lo que hizo Cerruti con el sueldo que le pagamos todos los meses. Pero tampoco es para andar tirando cuetes de la productividad que tiene,,,Criticism,No,No,No
,,,,id_1205222130301964291,12/12/19 20:25,Gracias #AlfredoLeuco por acordarte siempre de nosotros. #OrgulloLaJuanita #PanDulceDeLaDignidad,,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1225435846058422272,2/6/20 15:07,"Siempre supimos que a  no le importan los docentes, siempre negoció para él!!! #YOQUIEROMIAUMENTO",,,Criticism,No,No,No
,,,,id_1209569061702656001,12/24/19 20:18,"En cuarteles de bomberos, guardias de hospital, comisarías, centrales eléctricas como las de la Dpec... miles de argentinos esta noche brindarán lejos de hogares y familias. A ellos y a todos los compratriotas a los que les dedican sus servicios les deseamos una muy Feliz Navidad",,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1216875132628688897,1/14/20 0:10,#ANismanLoCallaron. El #18E voy al acto en su memoria para que no quede impune.,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1227714347713126402,2/12/20 22:01,"Su propio discurso los contradice. Si ellos hicieron todo tan bien, como se puede destruir todo en 4 años? Digo, sin guerra, sin un meteorito, sin Godzilla.",,,Criticism,No,No,No
,,,,id_1213610651798638593,1/4/20 23:58,"Sigue igual    Funcionarios inútiles y corruptos por LEY deberian atenderse en HOSPITAL PÚBLICO  Nunca van a votar por ello l no idone de  , eh?    Argentina has a slow GERONTICIDE and genocide design on public health","inutiles, corruptos",Other plural,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1226574964557582337,2/9/20 18:33,"Contesta eso pero no dice nada al respecto del tweet original. Tuvo amnesia? Responda la pregunta, no la evada siendo irónica con",,,None,,,
,,,,id_1226475028302176256,2/9/20 11:56,"Robaron a mansalva y justificas los hechos con una persecución política que no existe, no tiene nada que ver con las ideologías sino preguntale a Mujica, lo que se persigue es la corrupción",,,Criticism,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1215774609288630273,1/10/20 23:17,No gordi!! El que se enojó porque no lo votaron fue el inútil de tu jefecito!! Y dejó que el dólar se vaya a la mierda perjudicándonos a todo el pueblo argentino!! Te acordas? Gordita!! Los soretes son ustedes!!!,"inutil, gordita, soretes",,Hostility,No,Yes,No
ljuez,D,M,Juntos por el Cambio,id_1231241676032806915,2/22/20 15:37,Hermosa jornada !!!,,,None,,,
monicafrade2,D,F,Juntos por el Cambio,id_1225174818229751814,2/5/20 21:50,Volvieron!! y con experiencia,,,None,,,
omarperotti,S,M,Frente de Todos,id_1234506563559272449,3/2/20 15:51,Deja de hablar mal del gobierno anterior y dedícate a gobernar que bastante mentiroso resultaste ser con tus promesas de campaña.,mentiroso,,Hostility,No,No,No
CrisAlvarezRod,D,F,Frente de Todos,id_1236004120777146369,3/6/20 19:02,"¡Felicitaciones  La inserción laboral del colectivo trans extiende y mejora su calidad de vida, entrega derechos y genera igualdad. Así lo trabajamos en Comodoro donde adherimos y cumplimos ya con el porcentaje de la ley prov. en el personal municipal. #VamosXMás",,,None,,,
fangelini,D,M,Juntos por el Cambio,id_1205452002727202816,12/13/19 11:38,☎️,,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1237031352505110529,3/9/20 15:03,Ya estan los estúpidos de siempre... Ofendiendo a las mujeres...,estupidos,Other plural,Hostility,No,No,No
larroqueandres,D,M,Frente de Todos,id_1235872170179530752,3/6/20 10:17,Hay que ser muy pelotudo para defender un dictador y violador de los DDHH.,pelotudo,,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1225416386153009152,2/6/20 13:50,Bien dicho Diputado Negri!!!!!!!!,,,None,,,
marcoscleri,D,M,Frente de Todos,id_1210513006506971136,12/27/19 10:49,24 Horas Radio   “Tenemos un gobierno nacional que marcó el camino de la unidad y del consenso”   ---&gt;,,,None,,,
,,,,id_1216360115961548800,1/12/20 14:03,"Que los cumplas feliz, compañero!",,,None,,,
gracielaocana,D,F,Juntos por el Cambio,id_1205315713017233415,12/13/19 2:37,"Que pasó? Se está frunciendo esa colita pringosa? Si no vas a hacer ningún APORTE, retírese a su madriguera",,,Hostility,No,Yes,No
gabicerru,D,F,Frente de Todos,id_1208730481543528449,12/22/19 12:46,"Ningún asesor. Si lo necesitan, q se lo paguen ellos. Sino tienen plata para pagarse un secretario, q estudien. Todos los privados pagan sus secretarios. Por qué nosotros tenemos q pagar los de ellos?  Que se paguen sus gastos.",,,Criticism,No,No,No
SergioMassa,D,M,Frente de Todos,id_1221235938317209602,1/26/20 0:58,"Ese es el problema d los peronistas ignorantes: se encuentran con personas independientes, sin partido, q pensamos libremente, y necesitan meternos en alguna ideología contraria 🤷 Les aterra q existan mentes libres. Están acostumbrados a seguir a un líder 🤦",ignorantes,Other plural,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1207241040949895169,12/18/19 10:07,Y ni hablar que la deuda del FMI se tenía que tratar en el Congreso y fue por decreto. No tienen cara.,no tienen cara,Other plural,Hostility,No,No,No
,,,,id_1221901816314712064,1/27/20 21:04,"en este momento esta ocupado lanzando ""Argentina Unida Por Educación y Trabajo en Moreno junto a Máximo k(un gran ""trabajador""), creo que esto de Ficha Limpia para ellos hoy no es importante . 🧐",,,None,,,
luispetri,D,M,Juntos por el Cambio,id_1234993204925059072,3/4/20 0:04,Se te van a cagar de la risa en la cara,,,Hostility,No,No,No
GracielaCamano,D,F,Federal,id_1207328892064817152,12/18/19 15:56,Que VERGÜENZA ES SER REFERENTE DE  ... UNA VEZ MAS TRAICIONA ... ESTAFA A SU ELECTORADO ... QUE VERGÜENZA QUEDAR PEGADA,,,Hostility,No,No,No
vikidonda,D,F,Frente de Todos,id_1223611233368256515,2/1/20 14:17,Juicio a Víctoria Donda?  Porque? Por bruta?,bruta,other individual,Hostility,No,No,No
vikidonda,D,F,Frente de Todos,id_1229972875270115328,2/19/20 3:35,"Son tan hipócritas, sigan mintiendo q ya tienen dos meses menos de gobierno, en el 2021 recibirán tantos votos en contra q ni a la vereda podrán salir por los insultos q recibirán, además de gestionar mal son extremadamente mentirosos y la gente no se olvida de eso,porq duele","hipocritas, mentirosos",,Hostility,No,No,No
FerEspinozaOK,D,M,Frente de Todos,id_1213495660114333697,1/4/20 16:21,"“Reyes Magos en #LaMatanza”🐫🤴   Esta mañana estuvimos en Lomas del Mirador, V. Celina, Manzanares y San Pesteburgo entregando juguetes p/ los más chiquitos.😍🧸   Desde el Municipio de La Matanza trabajamos en pos de un distrito con mayor equidad.    #MatanzaJoven",,,None,,,
gabicerru,D,F,Frente de Todos,id_1226687479081766912,2/10/20 2:01,"Orgullosa de ir al Congreso a pelotudear (cada tanto), ademas de que cobras más de 200 lucas mensuales mientras los laburantes de verdad se cargan de hambre.",,,Hostility,No,No,No
,,,,id_1221126832835256320,1/25/20 17:44,Vinieron a robar simplemente   más hijosnde puta no se consigue  es necesario ?,hijosdeputa,,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1236142770135457792,3/7/20 4:12,"Sos un ser nefasto, pero aquí se hacen a aquí se pagan,nada de lo que robaste va a poder calmar tu negra alma,estás condenada!",nefasto,,Hostility,No,No,No
,,,,id_1204807577470722048,12/11/19 16:58,Venezuela y entre rios hace una hora😈,,,None,,,
JnmLopez,D,M,Juntos por el Cambio,id_1226312925176041472,2/9/20 1:12,"patotero antirepública del ARI, uno más del montón de analfabetos funcionales.","antirepublica, analfabetos",,Hostility,No,No,No
,,,,id_1204415879636647936,12/10/19 15:01,Te vas a quedar sin voz Darío! ✌️✌️✌️,,,None,,,
gabicerru,D,F,Frente de Todos,id_1208262605627887617,12/21/19 5:47,"Qué gente infame, enfermantes, harta me tienen","infame, enfermantes",Other plural,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1217936654066950145,1/16/20 22:28,Q cara dura .. ridícula,"cara dura, ridicula",,Hostility,No,No,No
gabrielfrizza,D,M,Juntos por el Cambio,id_1230431925308968961,2/20/20 10:00,"Cuando lea aunque sea tu nombre, te tomaré en serio. Saludos.",,,None,,,
,,,,id_1234996045844602880,3/4/20 0:16,"En la pagina de la provincia, obra publica o gestion educativa  Igual ojo, porque el kicilof ya esta eliminando datos de la gestion 2015-2019",,,None,,,
,,,,id_1227368223269670912,2/11/20 23:06,Correcto,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1229502761185808385,2/17/20 20:27,Perionismo👌,,,None,,,
gabicerru,D,F,Frente de Todos,id_1217216701487632384,1/14/20 22:47,Le preguntaron a Daniel que onda con esto?,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1212495787189579776,1/1/20 22:08,Gracias Lauri!,,,None,,,
MaxicKirchner,D,M,Frente de Todos,id_1209115785274245123,12/23/19 14:17,Que traigan al país la guita que tienen afuera.  tiene que traer los dólares que fugó del país. Que los convierta ya mismo en pesos!!!,,,None,,,
gabicerru,D,F,Frente de Todos,id_1227371286256635911,2/11/20 23:18,Gaby te adoro. Yo soy de tu club,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1208695328536432646,12/22/19 10:26,"Todos son detestables los radicales que se pasaron a su bando los de cambiemos que se pasaron a su bando es un país de traidores y ladrones , por unos pesos le dan el alma al diablo","detestables, traidores, ladrones",Other plural,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1218685455924957189,1/19/20 0:03,Estoy pensando seriamente en denunciar a Duggan ante S.S. Barsesat,,,None,,,
,,,,id_1206833601251332101,12/17/19 7:08,Muy Feliz Cumple!! 😘🎋🎁🎊,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1210957452788871168,12/28/19 16:15,"tónico para tu memoria, panqueque",panqueque,,Hostility,No,No,No
felipe_sola,D,M,Frente de Todos,id_1207662951567638529,12/19/19 14:04,En el brindis con los estatales de  el flamante canciller  prometió recorrer los pasillos del ministerio y les dio algunos consejos a los trabajadores sobre cómo pasar las fiestas 🥂🎅✌️,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1217978207342944256,1/17/20 1:13,🙋‍♀️🙋‍♀️🙋‍♀️🙋‍♀️🙋‍♀️🙋‍♀️🙋‍♀️🙋‍♀️,,,None,,,
gabicerru,D,F,Frente de Todos,id_1208048468348067845,12/20/19 15:36,Y por casa?,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1236022942817030146,3/6/20 20:16,Kkkkkk vc continua se achando o primeiro ministro?,,,None,,,
,,,,id_1230186739525967872,2/19/20 17:45,"Por guiarre solo por los titulos quedaste como un boludo, globerto 🤣","boludo, globerto",,Hostility,No,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1227781115106164738,2/13/20 2:26,"Señora, llámese a silencio!!!!",,,Hostility,No,No,No
dalmaciomera,S,M,Frente de Todos,id_1211592033418256384,12/30/19 10:17,". : "" Los legisladores no tenemos jubilaciones de privilegio""",,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1205313027299516416,12/13/19 2:26,Nah querido. Es un asco.,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1206312989495873536,12/15/19 20:40,El feudogresismo contraataca  Nueva #ConmigoNoBarone  Gracias por compartir!,,,None,,,
,,,,id_1222545652896366592,1/29/20 15:42,"Comprensión de textos, no prejuicios sobre personas.",,,None,,,
RossiAgustinOk,D,M,Frente de Todos,id_1233758920725934080,2/29/20 14:20,"Si, está con el submarino q perdieron ustedes pelotudazo",pelotudazo,,Hostility,No,No,No
,,,,id_1228020982704676864,2/13/20 18:19,"Mientras ud Sr Presidente se preocupa en entregar un DNI, pasan cosas graves. Dejese de cosas menores y ocupese de las cosas importantes!! Menos twitter y mas gestión. No se lo pido como un ciudadano, se lo exijo como SU jefe, junto a 44 millones mas!  ! Ud da verguenza!",da verg�enza,,Hostility,No,No,No
,,,,id_1207131066336718855,12/18/19 2:50,Hablame de República cerrando el Congreso. Tus padres son hermanos???,,,None,,,
gracielaocana,D,F,Juntos por el Cambio,id_1223277360314798081,1/31/20 16:10,"Lo peor son ustedes y no solo q no vuelven, sino q ni siquiera lograron la reelección! Inoperantes crónicos",inoperantes,Plural,Hostility,No,No,No
MartinLlaryora,D,M,Federal,id_1218323826775293953,1/18/20 0:06,Uh que bajon esta bien?,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1204595003823140864,12/11/19 2:53,CARADURA!  CÓMPLICE!  LLORÓN!  CORRUPTO!  DESESTABILIZADOR!,"caradura, lloron, corrupto, desestabilizador",,Hostility,No,No,No
luanavolnovich,D,F,Frente de Todos,id_1218571065485479941,1/18/20 16:29,"#ElDiario PAMI Luana no puede pagar en una semana lo que la gestión de Macri, de su gestión anterior dejo en el PAMI, una deuda de 19.000 millones. Bueno dejaron en todos lados deudas que tendrán que hacerse cargo AMPLIAREMOS   en PAMI Es Conducción",,Other plural,Criticism,No,No,No
FilmusDaniel,D,M,Frente de Todos,id_1229864945426280448,2/18/20 20:27,Nah. A los británico no los ponemos nerviosos. Ellos saben bien que no tenemos ni la décima parte de lo del 82. Pero sí creo que hay que dejar de respetar la Zona de Exclusión Total de Malvinas impuesto arbitrariamente por Reino Unido. Muchos buques pesqueros han ido ahí... (1/2),,,None,,,
,,,,id_1217496220832272386,1/15/20 17:18,Qué le pasa a Gargamel???,,,None,,,
,,,,id_1231976751196180480,2/24/20 16:18,Debe ser q les da miedo perder la dieta!!!,,,None,,,
gabicerru,D,F,Frente de Todos,id_1204919543056998400,12/12/19 0:23,"No soy gorila no soy de derecha, y eso que tiene que ver si el hijo de Axel me pareció nena?  Vos entendés que el link que hiciste es patológico",,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1223809900419211264,2/2/20 3:26,"Incomprobable. Ya fue gobierno señor, dejaron la deuda mas grande de la historia. Corrase por favor.",,,Criticism,No,No,No
,,,,id_1226127312451706880,2/8/20 12:55,"For iPhone, no falla.",,,None,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1207415136681701376,12/18/19 21:39,#CaminoACasa  | Móvil  con  diputado nacional del Frente de Todos.  👉Debate el proyecto de ley de emergencia económica.,,,None,,,
gustamenna,D,M,Juntos por el Cambio,id_1223306474732036096,1/31/20 18:06,Jaja  descubriendo la política.,,,None,,,
omarperotti,S,M,Frente de Todos,id_1235277336741924869,3/4/20 18:54,"Entiendo como un gran acierto del gobernador  el cambio de la cúpula policía en la UR 1, ya que es escuchar el reclamo que se viene haciendo hace largo tiempo. Ojalá las nuevas autoridades estén a la altura de las necesidades de los vecinos.",,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1225596418930413568,2/7/20 1:45,Los docentes tenian que ganar $40.000 decia la hiena en campaña... Hablame de bardeo,hiena,other individual,Hostility,No,No,No
,,,,id_1234503469026959360,3/2/20 15:38,"También a nuestra Concejal,  que juró nuevamente como Vicepresidente Primera del Concejo Deliberante de La Ciudad de la Rioja.   Un reconocimiento a dos excelentes personas, que sin dudas cumpliran con responsabilidad e ideonidad este importante rol. pic.twitter.com/e4b3dtOsYv",,,None,,,
FilmusDaniel,D,M,Frente de Todos,id_1208015833508786176,12/20/19 13:26,Chorrooooo,chorro,,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1224734378640707585,2/4/20 16:40,"Pasar de superavit fiscal a deficit y el imbecil dice que salimos ganando... esa no me la esperaba, me dejas sin argumentos ante semejante despliegue de idiotez",imbecil,other individual,Hostility,No,No,No
omarperotti,S,M,Frente de Todos,id_1224170619899731968,2/3/20 3:19,"El ministro de  dice"" la gente quiere una policia sueca pero paga por una policia congoleña"" Sr Ud es ministro y conduce la policia, hagase cargo que para eso pagamos ademas su sueldo",,,None,,,
,,,,id_1205135881440579584,12/12/19 14:42,#NoALosSuperPoderes,,,None,,,
gracielaocana,D,F,Juntos por el Cambio,id_1207762644993576967,12/19/19 20:40,"Jajajajajajaja este  fernandez, se hacía el redentor, el pastor protestante, el vengador, el justiciero!!! MIREN LO QUE VOTARON!!!",,other individual,Hostility,No,No,No
LicDanielArroyo,D,M,Frente de Todos,id_1213508503911972864,1/4/20 17:12,"Ay Daniel Daniel, que vergüenza que dan todos ustedes, decí que le hablan a esos que por la mala alimentación, no logran razonar del todo bien",,,Hostility,,,
elisacarrio,D,F,Juntos por el Cambio,id_1207850161109639170,12/20/19 2:28,"No moleste señora, que el Congreso está trabajando.",,,None,,,
,,,,id_1232425302611169283,2/25/20 22:01,El gordo ?????,,,None,,,
,,,,id_1213945295719014402,1/5/20 22:08,"Sabías que el impuesto incluído en la tarifa de servicios es terrible. Y eso va para el estado! El resto es lo que uno consume, y al menos estoy pagando por algo (luz, agua, gas) y no bancando ñoquis y funcionarios que no producen nada!",�oquis,Other plural,Criticism,No,No,No
vikidonda,D,F,Frente de Todos,id_1217472726224588803,1/15/20 15:44,Háganle la vida imposible a esa zangana del estado...ahora se siente impune desde ahí... Igual para tranquilidad de todos al INADI siempre se lo pasaron x los huevos jajaja es como q te reta alguien no digas eso y ya,zangana,other individual,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1206967498127675392,12/17/19 16:00,82%? Que estas fumando?,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1211128962434375682,12/29/19 3:37,Ahora señor Negri si ustedes heran el cambio y los mejores de los 50 años... porque ahora y no en 2017... primero rompieron el País..  y ahora creen que tienen las vueltas son unos genios...,,,Criticism,No,No,No
omarperotti,S,M,Frente de Todos,id_1235704330243600385,3/5/20 23:10,#SantaFe tiene a la #SociedadOrganizada contra la #Inseguridad,,,None,,,
MariaLujan_Rey,D,F,Juntos por el Cambio,id_1237180208282730496,3/10/20 0:55,Es tan espantoso escuchar y leer lo que dicen; vergüenza ajena. Impotencia pensar que estamos en manos de personas tan ineptas. Patético TODO.,ineptas,Plural,Hostility,No,No,No
,,,,id_1227689205918306304,2/12/20 20:21,Vos donde volviste ?? Que cargo te dieron ?,,,None,,,
,,,,id_1233145098331881472,2/27/20 21:41,Asesina de jubilados   pic.twitter.com/wdOQWSlVaK,,,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1234956804632776705,3/3/20 21:40,"Sr. Iglesias, es lamentable lo que le pasó pero a pesar de todo, esto significa, QUE ESTA HACIENDO TODO BIEN!. Ladran Sancho... Lo banco fuerte y lo abrazo aún más!.",,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1234232802398363654,3/1/20 21:43,"Y dejando la Argentina en ""este Estado...""",,,None,,,
,,,,id_1235957043334246401,3/6/20 15:54,Presidente da Câmara e caronistas do bolsonarismo continuam empenhados em criminalizar qualquer apoio ao Presidente da República.,,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1237606628498669570,3/11/20 5:09,Hablo la vaca,vaca,,Hostility,No,No,No
,,,,id_1228690796402094080,2/15/20 14:41,Un inmoral !!,inmoral,other individual,Hostility,No,No,No
MariaLujan_Rey,D,F,Juntos por el Cambio,id_1235912018756096001,3/6/20 12:56,Anoten...De vido no quedó en libertad por la tragedia de once.....sino por la causa río turbio....ahora repitan,,,None,,,
larroqueandres,D,M,Frente de Todos,id_1235574399883005952,3/5/20 14:34,"Bolívar , Chávez y La Patria Grande 💜",,,None,,,
ljuez,D,M,Juntos por el Cambio,id_1204364524310147073,12/10/19 11:37,en este video el cordobes demuestra por que no llegó a nada en politica.,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1216507429049061376,1/12/20 23:49,No ganamos nada con quejas y denuncias en redes. Igual se llevan todo por delante. Es un país inviable. Cada vez más pienso que por acción u omisión el gobierno de MM nos entregó...,,,Criticism,No,No,No
LucilaLehmann,D,F,Juntos por el Cambio,id_1233486855674482688,2/28/20 20:19,"El gobierno erró no haciendo una transición ordenada. Debería haber seguido con la política de Lacunza , honrar la deuda y llevarse bien con el campo. La crisis q' se generó a partir del resultado de las Paso es gravísima, todos los indicadores son malos .",,,Criticism,No,No,No
SergioMassa,D,M,Frente de Todos,id_1205250663644631046,12/12/19 22:18,👏👏 🇦🇷🇮🇹,,,None,,,
